person_name,user_name,email,personal_number,birth_date,address,phone,mac_address,ip_address,iban,accessed_at,session_duration,download_speed,upload_speed,consumed_traffic,unique_id
Roberta Stan,robertastan,robertastan@email.ro,8610529089384,1938-03-05,"Drumul Nemeș, Codlea, 841812",0263 681 821,4e:4d:76:de:f4:c0,208.222.26.76,RO05UQAJ3804244881247021,2025-03-26T14:31:19.000000,31483,753,450,756994,1185c2e0-dc7e-4687-a5aa-7145414f1070
Iuliana Albu,iulianaalbu,iulianaalbu@acasa.ro,6091105051896,1919-07-18,"Intrarea Grațian Mazilescu Nr. 839, Cornetu, 818356",0257 234 599,70:b4:d7:b7:b0:de,207.177.66.206,RO85JZDY1136243225429292,2024-10-04T06:36:28.000000,12615,271,546,1703619,8da48d3c-fa57-431d-9259-e1bd6828c5a3
Tamara Manole,tamaramanole,tamaramanole@gmail.com,4630127316073,1972-06-12,"Bulevardul Gheorghiu Nr. 43, Dancu, 307473",0711 272 284,5c:59:28:f2:9a:b2,143.85.232.255,RO16DYIJ6710828551295928,2025-03-27T18:17:43.000000,28571,790,731,1682658,9754bcc4-1e1f-4394-82b1-6771ca0a0fa5
Leordean Pușcașu,leordeanpușcașu,leordeanpușcașu@post.ro,2560319432675,1986-04-22,"Strada Brăduț Dinu Nr. 429 Bl. 60  Sc. 33 Ap. 632, Domnesti, 639269",0262 739 526,a2:db:ca:5d:a4:6c,215.186.173.202,RO05VSEX7495205249022818,2025-05-28T15:50:36.000000,328,923,706,1481685,45d352b2-825c-4dc8-85d1-2795089ac7e1
Ludmila Manole,ludmilamanole,ludmilamanole@acasa.ro,2701117244564,1962-12-19,"Strada Stancu Nr. 702 Bl. 22  Sc. 49 Ap. 470, Baia, 736427",0233 148 973,ca:30:80:9c:58:e8,158.166.239.60,RO75IRHQ8348720310780839,2025-06-16T00:55:04.000000,4654,716,443,1360297,e5c198d8-9762-4197-bc18-5dee9682ad57
Mădălina Tomescu,mădălinatomescu,mădălinatomescu@zzup.ro,7290216042124,1966-09-12,"Aleea Gabriela Tudor Nr. 228 Bl. 55  Sc. 10 Ap. 279, Urlati, 544476",0765 981 192,8a:3f:f2:b8:99:64,130.238.217.54,RO47LWNF6351066763025860,2025-04-04T22:54:48.000000,20309,798,701,1505786,4d1f482c-eb38-45e9-a3fa-947a2b18ebb4
Simona Nemeș,simonanemeș,simonanemeș@post.ro,3510531177714,2021-02-22,"Soseaua Mocanu, Avrig, 665566",021 971 6955,fa:29:ff:28:85:e6,99.62.208.194,RO46JOUY5345873667256775,2024-11-25T01:24:34.000000,166,269,457,744590,df15e89c-097d-4cbb-94ab-8edb8d9d9418
Ovidiu Mocanu,ovidiumocanu,ovidiumocanu@zzup.ro,2821126048437,1923-02-06,"Strada Ada Dinu Nr. 814, Resita, 519735",0748 067 255,c6:40:1b:20:1c:0a,150.110.138.250,RO68GAIA9517470189660040,2025-03-19T11:50:32.000000,23569,860,624,1824,1174cf31-4bf0-4251-abaa-ea9a02d33bf1
Ionelia Marin,ioneliamarin,ioneliamarin@zzup.ro,3380605167293,1946-11-08,"Soseaua Sava Georgescu Nr. 71, Cajvana, 109384",0753 923 688,18:b0:df:b3:97:a9,90.79.136.165,RO13JZXU4604062598330988,2024-10-11T13:14:43.000000,15829,702,784,300625,d389c889-4c39-442f-af48-2755e79e892f
Camil Stan,camilstan,camilstan@acasa.ro,5300518091925,1989-12-07,"Intrarea Voinea Nr. 489, Dobroesti, 586558",0256 983 111,70:68:dc:97:91:a4,144.208.50.110,RO77DTXM3948664799741151,2025-05-20T01:41:34.000000,18019,298,664,1353792,9ba81ccb-9308-4289-84f1-2dac5db781c0
Tincuța Barbu,tincuțabarbu,tincuțabarbu@post.ro,2170626424373,2017-08-18,"Drumul Preda, Moreni, 540250",0240 093 383,e0:79:d2:b6:ad:9f,79.174.145.78,RO24DYWS3365839471551189,2025-01-26T23:44:17.000000,24493,753,311,865240,eb2cdaa0-33d0-43c0-8db0-253834a1db2e
Amelia Stan,ameliastan,ameliastan@kappa.ro,3460310294615,1990-11-22,"Aleea Dochioiu Nr. 470 Bl. 49  Sc. 83 Ap. 822, Peretu, 183660",0237 405 991,f2:7b:e5:9e:ed:e3,69.23.107.199,RO53PSAG0319655490425788,2024-07-20T07:05:52.000000,5341,131,106,144934,bc3bd469-5d48-4362-ba30-c3ab029b183f
Anda Popescu,andapopescu,andapopescu@zzup.ro,6500720242298,1960-07-24,"Bulevardul Cristea Nr. 12, Berceni, 926250",0770 753 908,06:30:d6:3f:4f:28,193.81.162.195,RO68RTZQ9493483110415876,2024-11-27T03:48:09.000000,13590,25,173,1649067,6b0c6130-0ca8-4ec1-8112-c1b693b090d8
Petruța Florea,petruțaflorea,petruțaflorea@acasa.ro,1600205261671,1934-07-02,"Intrarea Sandu Tomescu, Moreni, 369041",0769 310 297,4c:10:7d:34:6e:c9,187.226.150.160,RO59VAKQ0289257202286152,2025-04-18T03:12:29.000000,31074,705,350,449265,6f55d3bd-be42-4d6b-8bdf-723ce0d69f46
Carolina Tabacu,carolinatabacu,carolinatabacu@141.ro,3200405278925,1935-12-13,"Strada Savina Niță Nr. 72 Bl. 86  Sc. 62 Ap. 137, Apahida, 449121",0763 127 692,de:ce:e7:e9:f4:59,111.225.1.20,RO22EUAW7080145469361517,2024-12-29T19:36:58.000000,16562,245,162,1987563,2896cdd5-1ee4-48e4-924e-ab14c6ea65d5
Dumitrana Cristea,dumitranacristea,dumitranacristea@gmail.com,4210723469415,1993-08-26,"Aleea Bernard Tabacu, Deva, 785403",0242 249 815,aa:d0:7d:16:ac:4a,21.205.233.217,RO86TJCV6449032861464734,2024-08-20T22:09:14.000000,25987,925,33,1131824,951a63be-c01d-4f58-9189-3a53260fe5a4
Gelu Oprea,geluoprea,geluoprea@post.ro,8680808122889,1946-05-20,"Aleea Stoica, Brasov, 194333",0765 533 576,00:85:0b:51:03:31,151.17.134.76,RO52BRNJ5792979614176739,2024-07-08T10:00:50.000000,32938,839,59,856284,11a5c5db-60a2-4370-82d0-289f99ff1316
Corina Ioniță,corinaioniță,corinaioniță@kappa.ro,4360104149182,1952-06-25,"Intrarea Ardelean, Babeni, 388343",0265 156 646,06:94:ec:2a:00:e5,121.151.8.124,RO61NVPV8888713968703017,2025-02-15T03:01:10.000000,13693,31,296,219008,abaabe2f-fc80-4b3b-833a-b53791bf2cec
Ileana Georgescu,ileanageorgescu,ileanageorgescu@post.ro,4341126196715,1958-02-21,"Soseaua Stancu Nr. 354 Bl. 48  Sc. 48 Ap. 106, Baia Sprie, 869186",0267 383 275,3e:c0:9d:40:23:79,207.203.161.185,RO87IBGW7871493152061324,2024-12-15T17:20:49.000000,26000,265,420,74934,00bd3a95-98ba-4d85-8554-a3e086318311
Salomea Oprea,salomeaoprea,salomeaoprea@kappa.ro,4330427029121,2016-03-06,"Soseaua Tudor Nr. 177, Greci, 395182",0244 152 234,3c:0b:3f:21:1f:34,33.134.138.132,RO86IION7122354371719680,2024-10-04T20:35:51.000000,3971,373,107,1334141,02b01c2c-c8e1-4f45-94c7-c4e3617c40c0
Fiodor Nistor,fiodornistor,fiodornistor@post.ro,5410701204067,1972-01-24,"Intrarea Antoniu Stan Nr. 774 Bl. 77  Sc. 19 Ap. 146, Beclean, 920698",0727 275 116,b0:ad:ae:39:a9:ef,117.193.53.191,RO08MDYF4395870691774764,2025-02-05T12:55:32.000000,3866,969,278,754191,7d93f138-8e68-4000-b1df-d1f982a9f7b0
Mina Eftimie,minaeftimie,minaeftimie@kappa.ro,3700603365672,2019-01-25,"Intrarea Dochioiu Nr. 43 Bl. 79  Sc. 37 Ap. 557, Siria, 337632",0784 300 632,1e:ed:ff:40:39:9d,10.173.131.23,RO60KLJC4761771785068158,2024-11-29T02:17:31.000000,612,520,87,970728,3b837bd2-b4ad-4e4c-8dab-b098d71f69fd
Jean Dinu,jeandinu,jeandinu@zzup.ro,3570116065732,1933-03-04,"Bulevardul Gheorghiu Nr. 60, Beclean, 997205",0757 014 516,ca:85:03:c6:af:71,103.195.163.175,RO70FNWX6964602780441961,2025-03-02T04:12:24.000000,33303,636,762,1387707,79ba21bd-8162-42c2-8ec5-8aaafcf00fd5
Luciana Albu,lucianaalbu,lucianaalbu@141.ro,8391221024992,2019-08-06,"Intrarea Popescu Nr. 123, Raducaneni, 548727",0766 173 044,34:af:0e:b5:da:00,99.181.81.158,RO22KPAU3251716928287923,2025-01-03T10:55:37.000000,9066,243,781,628643,935aec65-9663-40b6-8135-c3881f4d5af3
Venera Tabacu,veneratabacu,veneratabacu@gmail.com,7320501425984,2021-04-11,"Soseaua Diaconescu, Siria, 992353",0740 889 368,50:93:19:10:be:0a,187.5.54.168,RO87XDMS0350901963082250,2025-06-05T16:42:47.000000,18039,452,686,740930,3af586b7-b212-4926-a342-3582219aea0b
Rica Ababei,ricaababei,ricaababei@gmail.com,7230331233744,1943-12-27,"Soseaua Mazilescu, Fieni, 330957",0758 319 702,a8:27:c4:ff:92:72,107.240.130.46,RO30VYDD7733302991066791,2025-02-08T09:40:43.000000,17002,123,495,1318887,8c2e695b-3e6d-4988-ae1c-b3ec60ebcd8c
Suzana Manole,suzanamanole,suzanamanole@gmail.com,2151008052506,1963-08-16,"Intrarea Pușcașu Nr. 783, Talmaciu, 401780",0261 975 674,84:37:cc:c4:e1:f0,175.35.103.245,RO24DKHE6919024539300350,2025-03-06T11:46:36.000000,14341,688,621,889657,52f46005-9a94-49e7-9a05-089313b5e517
Catinca Barbu,catincabarbu,catincabarbu@acasa.ro,3471102029333,1913-10-19,"Aleea Aanei, Voluntari, 434462",0762 408 504,c0:a5:5d:4f:6a:b9,79.64.164.60,RO23CVAU4257497337872840,2025-05-15T23:17:05.000000,16565,659,223,1851242,035e8638-27b9-451b-bf84-862427f5bc38
Cristian Manole,cristianmanole,cristianmanole@kappa.ro,1971125184761,2014-11-04,"Aleea Tabacu Nr. 575, 1 Decembrie, 359929",0254 191 873,56:3e:1c:9c:45:da,118.149.119.198,RO38VCJR9129324498603157,2025-05-13T02:46:46.000000,19956,635,731,325874,bedab971-faa7-4d1d-934b-443b38397b57
Mirona Popa,mironapopa,mironapopa@post.ro,6360807448026,2006-07-28,"Drumul Oana Popa, Aiud, 881485",0765 054 914,12:bd:6d:08:74:0f,196.59.177.113,RO24PDIG2873965043104194,2024-07-20T02:32:41.000000,5897,877,129,1038333,292bb620-39b3-45cf-81cf-f38e93721dc7
Ancuța Ardelean,ancuțaardelean,ancuțaardelean@email.ro,7921207461542,1954-03-31,"Aleea Constantina Ardelean Nr. 750, Viseu de Sus, 309098",0733 581 600,1c:78:74:a5:a9:5c,166.36.62.114,RO88SKCJ4397364313194754,2025-05-29T13:51:06.000000,14228,891,141,804654,73749cbd-22e3-4f7a-83fa-e565d1a89be2
George Marin,georgemarin,georgemarin@141.ro,8881018436318,1911-02-07,"Bulevardul Aanei Nr. 30 Bl. 88  Sc. 18 Ap. 393, Petrosani, 672751",0758 787 182,be:43:f7:b2:6d:a8,35.134.57.184,RO58USPK6013243058627458,2024-12-25T14:28:30.000000,13922,34,606,831467,2bf4b1c1-5e3d-4df8-8fc1-4d534b5ba8bd
Jana Oprea,janaoprea,janaoprea@post.ro,1210421522926,1965-10-18,"Soseaua Sebastian Florea Nr. 751 Bl. 83  Sc. 27 Ap. 613, Gura Humorului, 894365",0252 685 183,96:04:e9:07:90:10,104.225.152.148,RO67UNAU8021452481620417,2024-10-04T14:31:27.000000,32506,393,244,714168,1dc75d29-4f1b-47c5-a93b-f6657cc48e94
Tania Mocanu,taniamocanu,taniamocanu@zzup.ro,3110322371821,1944-02-22,"Drumul Codruț Stan Nr. 25, Urziceni, 267223",0253 874 593,24:a1:79:83:13:90,212.147.109.171,RO90RILY0437400930385788,2025-01-19T06:43:48.000000,12176,835,86,1319821,70d6f626-8576-4fbb-b1f1-34a731a7c65b
Sabrina Tudor,sabrinatudor,sabrinatudor@zzup.ro,3970728396279,1976-01-04,"Intrarea Achim Tudor Nr. 535, Savinesti (Poiana Teiului), 332640",0723 147 466,cc:f1:ba:52:90:bf,112.154.111.180,RO33FKPY9370749377101428,2024-12-22T02:14:48.000000,20908,608,153,1778603,579e1f0e-53ca-4ae0-844c-871727c6659e
Vasilică Pop,vasilicăpop,vasilicăpop@gmail.com,1691104317134,1923-03-03,"Intrarea Dobre, Modelu, 587993",0784 928 369,74:d5:a6:8e:50:f9,36.89.92.21,RO17AMFY3884356657584253,2025-01-07T01:20:36.000000,1469,905,6,606082,5db32443-c672-4fa7-baf4-1f54caa6ca5f
Ștefania Dochioiu,ștefaniadochioiu,ștefaniadochioiu@kappa.ro,5080430055319,2023-08-10,"Intrarea Marin, Murfatlar, 530714",0738 979 325,cc:0c:97:71:00:5e,76.67.190.88,RO83VRTG0328303650025024,2025-02-19T02:08:05.000000,8982,366,550,131188,8a3e4a0a-1d9e-4896-9f08-1581707e0865
Zenobia Nistor,zenobianistor,zenobianistor@141.ro,3740717206716,1992-04-23,"Bulevardul Popa, Galati, 142086",0784 081 937,6a:e8:44:72:07:a5,36.196.5.52,RO10IZRS4101612434143365,2025-05-09T01:52:30.000000,11973,838,8,389439,343f331a-ac58-4624-86df-f5341fa45979
Sorina Gheorghiu,sorinagheorghiu,sorinagheorghiu@gmail.com,3741106066471,1980-10-09,"Aleea Amanda Aanei, Gherla, 152167",0770 478 561,60:d0:15:3e:21:02,116.125.18.43,RO44RFWP4246794016011403,2025-04-26T23:32:27.000000,4668,847,420,1041825,7f8a5b3e-6590-4f78-ba4e-c5632f58eb3e
Bianca Dinu,biancadinu,biancadinu@kappa.ro,5990131155847,1988-11-28,"Soseaua Florea, Borcea, 627576",0739 030 588,e2:be:71:4f:19:d9,190.40.142.65,RO05ABMC6720264540748290,2024-12-24T07:56:08.000000,18224,794,640,525323,af519660-6dd7-4b79-b62a-9f0780e36081
Leana Barbu,leanabarbu,leanabarbu@post.ro,8751131202509,1919-03-04,"Aleea Niță Nr. 42 Bl. 13  Sc. 22 Ap. 383, Motatei, 787389",0721 580 162,7e:ed:3a:ba:3d:aa,2.25.75.50,RO27YKSQ7353729475386899,2024-09-26T23:56:39.000000,15564,860,658,1579748,ef6379fd-5491-4885-b84b-167362a8b687
Bogdan Tomescu,bogdantomescu,bogdantomescu@kappa.ro,6010926418253,1933-02-26,"Soseaua Suciu Nr. 19 Bl. 64  Sc. 28 Ap. 111, Rasinari, 188740",0263 668 956,b2:87:b8:e4:98:ca,109.67.40.100,RO28TEQX4828786757535799,2024-10-25T09:21:48.000000,21577,685,788,909532,42fc2df0-818f-494e-ae43-ee2a7414eb59
Șerban Popa,șerbanpopa,șerbanpopa@acasa.ro,7390603361478,1936-12-04,"Bulevardul Niță Nr. 11 Bl. 44  Sc. 62 Ap. 722, Sandominic, 245219",0723 355 724,9a:3c:20:74:c2:df,69.12.80.229,RO39DRMA1970313031186962,2025-06-19T14:04:57.000000,26672,921,184,1983021,d9815b2c-a5d2-4063-912b-1792f28659b6
Basarab Albu,basarabalbu,basarabalbu@gmail.com,2710223246408,1947-09-01,"Aleea Tabacu Nr. 85 Bl. 65  Sc. 13 Ap. 785, Sebis, 398358",0238 296 238,16:34:30:3d:58:6e,107.47.78.139,RO86GYVF6344022376478070,2025-04-25T21:26:23.000000,16719,616,451,1100559,feb566fa-6416-4b33-8581-55d9fe1c84d1
Ionelia Stan,ioneliastan,ioneliastan@email.ro,1610128101001,1926-01-29,"Intrarea Renata Barbu Nr. 91, Valenii de Munte, 433516",0252 878 667,bc:1e:34:2c:3b:a0,128.224.220.163,RO48SSOE5221619753373330,2025-03-28T05:09:48.000000,6599,456,703,1447154,e4213c0f-7419-4dfb-b7b6-0a6412a47430
Mirabela Preda,mirabelapreda,mirabelapreda@email.ro,7460702413982,1947-05-29,"Aleea Dima Nr. 160, Darabani, 755994",0744 157 345,32:24:87:a2:17:33,149.140.44.38,RO45SUCQ0577131050866957,2025-03-17T10:30:47.000000,4644,823,296,1639404,103bbf13-93e2-49c0-ad54-f6ca10241fa3
Horia Nemeș,horianemeș,horianemeș@zzup.ro,1260707197685,1939-09-26,"Strada Ada Florea Nr. 604, Drobeta-Turnu Severin, 262686",0244 340 468,cc:ee:79:3a:72:76,207.84.109.143,RO75KQDP6272219350244441,2024-12-10T03:09:58.000000,35460,156,527,1304663,b3357bbb-88cc-45d0-9eab-3489b814ffc4
Rafael Diaconescu,rafaeldiaconescu,rafaeldiaconescu@email.ro,7790928211929,1911-03-18,"Aleea Nistor Nr. 72, Avrig, 142924",0735 998 778,bc:d3:72:b5:38:c6,188.206.210.251,RO14PXLO8681810804175647,2025-03-23T08:06:04.000000,17900,837,766,1268279,bfdfa830-d1af-4c84-b43b-a7c0f7a99ad0
Teodora Cristea,teodoracristea,teodoracristea@zzup.ro,6070722424061,1935-07-31,"Intrarea Severina Manole Nr. 518 Bl. 31  Sc. 81 Ap. 575, Strejnicu, 254289",0736 811 755,c8:73:02:35:32:78,71.9.40.206,RO12WYDH9382905211254998,2024-12-28T00:12:08.000000,8644,264,166,274605,e3e16d52-02b0-4a92-9d1f-ba013e17ed65
Matei Ardelean,mateiardelean,mateiardelean@post.ro,1410605424976,1947-06-29,"Aleea Emanuil Stancu, Fagetel (Remetea), 421479",0745 274 596,18:4b:a5:5c:9b:5e,145.35.250.165,RO97VOYA4507029561427535,2024-08-25T21:27:07.000000,10757,363,364,555605,0b4ea511-5981-4569-b6fa-6767c898b411
Laura Florea,lauraflorea,lauraflorea@gmail.com,7970621296826,1953-07-10,"Drumul Edmond Ababei Nr. 951 Bl. 84  Sc. 58 Ap. 121, Voluntari, 429315",0738 043 037,2c:eb:91:80:16:de,35.209.204.250,RO06MFUZ6116890755433597,2025-01-30T08:24:17.000000,26563,144,422,1367787,c6f9e000-8d04-4fab-81e5-6197f4a085b6
Nidia Stan,nidiastan,nidiastan@post.ro,6511002243968,1931-11-01,"Strada Georgescu Nr. 74, Pantelimon, 531174",0236 308 171,4a:0e:17:78:24:dd,66.79.69.11,RO17YLJA5744625874142494,2024-09-10T11:24:26.000000,27445,938,536,601649,4762d2b0-906c-4a52-b8c5-5199b923811e
Dumitru Barbu,dumitrubarbu,dumitrubarbu@post.ro,2060130324519,2002-10-29,"Strada Mara Popescu Nr. 239, Uricani, 544303",0720 009 688,80:f2:6c:9c:6a:79,180.30.143.130,RO33LXYJ0833346436818583,2024-08-14T08:39:09.000000,19598,149,603,880581,cea2c18c-57f6-4379-98f8-390027787025
Steliana Popa,stelianapopa,stelianapopa@post.ro,2051128092183,1941-08-29,"Bulevardul Oprea Nr. 571, Galati, 837815",0728 732 575,14:4a:24:34:e0:94,192.113.222.61,RO43SAAZ3701509140404233,2024-09-28T01:55:08.000000,14155,372,532,476105,0dfa5ce7-059c-4fd1-b3ad-9e1f606c838f
Dana Pușcașu,danapușcașu,danapușcașu@gmail.com,3370304455892,1923-05-03,"Bulevardul Tabacu Nr. 95 Bl. 52  Sc. 33 Ap. 417, Remetea, 653559",0244 129 354,10:d1:30:7f:8a:88,25.207.195.240,RO52QYZE7021151812685762,2025-03-19T03:35:40.000000,16180,159,406,1372980,adbf9a74-a1e5-4d50-8980-9f002b0aa875
Leordean Suciu,leordeansuciu,leordeansuciu@kappa.ro,7320821442010,1990-04-30,"Strada Barbu Nr. 35 Bl. 77  Sc. 31 Ap. 329, Paunesti, 575617",0242 732 596,70:ba:1a:a3:91:11,108.86.1.75,RO97JEID2336260631920586,2024-08-03T04:31:09.000000,33714,991,339,1613299,a7f15770-c8a7-4650-8db0-b88b8b53a3fb
Bănel Manole,bănelmanole,bănelmanole@zzup.ro,3190126296707,1954-02-16,"Strada Haralambie Nistor, Viseu de Sus, 493752",0235 911 356,0a:e8:27:34:8c:51,86.50.114.35,RO54JZRY9913219659569582,2024-07-08T06:35:25.000000,23822,7,326,1198837,bf1dbd5d-9358-424d-9a5d-6ee0b5db4851
Anastasia Dinu,anastasiadinu,anastasiadinu@141.ro,5380719351378,2023-06-17,"Soseaua Marin, Moldova Veche, 450921",0759 090 603,48:bf:33:90:ee:78,37.10.145.61,RO48SSDH2667694955913247,2025-05-12T17:40:20.000000,13637,933,154,777040,14a22a3e-ca4c-4a54-8ab5-c606df9cc929
Florentina Florea,florentinaflorea,florentinaflorea@email.ro,1840602197233,1951-05-06,"Soseaua Stana Ababei, Zarnesti, 841976",0732 400 787,22:1c:7a:1a:eb:93,61.175.41.218,RO11FROH8184122846165270,2025-06-17T06:02:51.000000,26860,630,726,783121,705f03bc-fd11-4362-81b6-c5c5d21eec68
Aida Nistor,aidanistor,aidanistor@acasa.ro,6941006298438,2018-10-18,"Drumul Ruxanda Ionescu Nr. 29 Bl. 21  Sc. 74 Ap. 343, Simeria, 221470",0786 616 198,5a:f8:7e:c4:d0:9b,12.105.39.33,RO53AXEN6034706549109256,2024-11-23T08:53:41.000000,2333,138,199,1193397,f699d546-64fe-434e-b6a2-d055a59cde58
Laurenția Diaconescu,laurențiadiaconescu,laurențiadiaconescu@141.ro,3940730271464,1979-02-09,"Bulevardul Eftimie, Targu Neamt, 383135",0721 010 205,6a:8c:a9:01:30:a4,34.48.157.94,RO35WGCY0859517966707355,2025-05-08T00:25:44.000000,29813,217,547,1915584,afc02a8f-2275-4060-88df-d52cf200add5
Iustina Albu,iustinaalbu,iustinaalbu@email.ro,4290930351865,1919-06-28,"Aleea Preda Nr. 48, Filiasi, 993400",0253 103 142,b6:ce:46:42:2c:7e,134.128.240.87,RO36AKMQ5257920384549162,2025-02-24T13:00:55.000000,34005,709,735,710071,7636b598-26a3-42b2-a7dc-d8c2f12033b0
Crina Marin,crinamarin,crinamarin@zzup.ro,4820211518371,1999-03-08,"Drumul Panagachie Oprea Nr. 948 Bl. 11  Sc. 94 Ap. 163, Pecica, 534542",0260 593 937,b8:3a:6e:d4:ff:e6,30.117.37.147,RO41SDLJ3199643047852948,2024-10-03T21:33:47.000000,20575,775,629,1135933,1f4ac891-5368-4919-b84a-f3552a29940a
Crina Diaconescu,crinadiaconescu,crinadiaconescu@gmail.com,7340322156354,2004-12-31,"Aleea Oprea Nr. 508, Dej, 474580",0236 351 937,c8:53:cf:07:7b:df,45.135.105.143,RO94TVFJ2583437336643346,2025-01-15T02:19:24.000000,30716,808,404,814576,8f56617e-9eff-4727-a772-fac3f477a20a
Nechifor Dima,nechifordima,nechifordima@zzup.ro,3091002023921,1925-02-10,"Bulevardul Stan Nr. 183, Seini, 634273",0242 104 391,34:97:e7:52:71:38,104.248.180.60,RO12RFXS0841041898410916,2024-08-17T15:46:20.000000,19171,166,442,1973559,092f0f2a-5db3-45ee-8498-b98fab50103a
Lidia Toma,lidiatoma,lidiatoma@kappa.ro,1660222300816,1999-12-17,"Drumul Popescu, Hateg, 656127",0254 195 928,fa:81:e6:15:b8:17,46.84.158.55,RO27AGOX1354224463868893,2025-01-05T13:20:19.000000,15630,186,13,1313765,2de6f365-d167-41a9-a49d-e057a7668fe5
Mihail Mazilescu,mihailmazilescu,mihailmazilescu@gmail.com,8761009438834,2001-08-15,"Strada Ianis Nistor Nr. 25, Siria, 784017",0746 006 763,ae:ba:d2:62:fe:d2,4.193.103.65,RO42OEWN5456357581409721,2025-02-06T01:31:51.000000,19483,442,688,1706009,499bdef4-25b7-40d2-b8c1-6b81a9fa2dfe
Lăcrămioara Niță,lăcrămioaraniță,lăcrămioaraniță@email.ro,5440703097819,1924-10-09,"Strada Stoica, Zimnicea, 652319",0256 875 287,b0:a8:fc:4a:37:cb,6.233.164.110,RO63YXQK3311946103336575,2025-03-30T22:50:37.000000,23827,166,250,1113020,632d0299-acab-4db0-8a15-fb844123f99f
Veta Diaconescu,vetadiaconescu,vetadiaconescu@email.ro,5380828141650,2020-06-29,"Intrarea Eftimie, Urlati, 823589",0731 494 123,30:a9:ae:ea:2e:bf,134.155.166.232,RO30GOFN7803039426628473,2025-05-20T23:44:48.000000,22401,134,310,4501,120a409e-f738-4b8a-96bd-a2cc159a050e
