unique_id,mac_address,ip_address,accessed_at,iban,session_duration,download_speed,upload_speed,consumed_traffic,mac_address_right,ip_address_right,accessed_at_right
11a5c5db-60a2-4370-82d0-289f99ff1316,00:85:0b:51:03:31,151.17.134.76,2024-07-08T10:00:50.000000,RO52BRNJ5792979614176739,32938,839,59,856284,00:85:0b:51:03:31,151.17.134.76,2024-07-08T10:00:50.000000
abaabe2f-fc80-4b3b-833a-b53791bf2cec,06:94:ec:2a:00:e5,121.151.8.124,2025-02-15T03:01:10.000000,RO61NVPV8888713968703017,13693,31,296,219008,06:94:ec:2a:00:e5,121.151.8.124,2025-02-15T03:01:10.000000
00bd3a95-98ba-4d85-8554-a3e086318311,3e:c0:9d:40:23:79,207.203.161.185,2024-12-15T17:20:49.000000,RO87IBGW7871493152061324,26000,265,420,74934,3e:c0:9d:40:23:79,207.203.161.185,2024-12-15T17:20:49.000000
02b01c2c-c8e1-4f45-94c7-c4e3617c40c0,3c:0b:3f:21:1f:34,33.134.138.132,2024-10-04T20:35:51.000000,RO86IION7122354371719680,3971,373,107,1334141,3c:0b:3f:21:1f:34,33.134.138.132,2024-10-04T20:35:51.000000
7d93f138-8e68-4000-b1df-d1f982a9f7b0,b0:ad:ae:39:a9:ef,117.193.53.191,2025-02-05T12:55:32.000000,RO08MDYF4395870691774764,3866,969,278,754191,b0:ad:ae:39:a9:ef,117.193.53.191,2025-02-05T12:55:32.000000
3b837bd2-b4ad-4e4c-8dab-b098d71f69fd,1e:ed:ff:40:39:9d,10.173.131.23,2024-11-29T02:17:31.000000,RO60KLJC4761771785068158,612,520,87,970728,1e:ed:ff:40:39:9d,10.173.131.23,2024-11-29T02:17:31.000000
79ba21bd-8162-42c2-8ec5-8aaafcf00fd5,ca:85:03:c6:af:71,103.195.163.175,2025-03-02T04:12:24.000000,RO70FNWX6964602780441961,33303,636,762,1387707,ca:85:03:c6:af:71,103.195.163.175,2025-03-02T04:12:24.000000
935aec65-9663-40b6-8135-c3881f4d5af3,34:af:0e:b5:da:00,99.181.81.158,2025-01-03T10:55:37.000000,RO22KPAU3251716928287923,9066,243,781,628643,34:af:0e:b5:da:00,99.181.81.158,2025-01-03T10:55:37.000000
3af586b7-b212-4926-a342-3582219aea0b,50:93:19:10:be:0a,187.5.54.168,2025-06-05T16:42:47.000000,RO87XDMS0350901963082250,18039,452,686,740930,50:93:19:10:be:0a,187.5.54.168,2025-06-05T16:42:47.000000
8c2e695b-3e6d-4988-ae1c-b3ec60ebcd8c,a8:27:c4:ff:92:72,107.240.130.46,2025-02-08T09:40:43.000000,RO30VYDD7733302991066791,17002,123,495,1318887,a8:27:c4:ff:92:72,107.240.130.46,2025-02-08T09:40:43.000000
52f46005-9a94-49e7-9a05-089313b5e517,84:37:cc:c4:e1:f0,175.35.103.245,2025-03-06T11:46:36.000000,RO24DKHE6919024539300350,14341,688,621,889657,84:37:cc:c4:e1:f0,175.35.103.245,2025-03-06T11:46:36.000000
035e8638-27b9-451b-bf84-862427f5bc38,c0:a5:5d:4f:6a:b9,79.64.164.60,2025-05-15T23:17:05.000000,RO23CVAU4257497337872840,16565,659,223,1851242,c0:a5:5d:4f:6a:b9,79.64.164.60,2025-05-15T23:17:05.000000
bedab971-faa7-4d1d-934b-443b38397b57,56:3e:1c:9c:45:da,118.149.119.198,2025-05-13T02:46:46.000000,RO38VCJR9129324498603157,19956,635,731,325874,56:3e:1c:9c:45:da,118.149.119.198,2025-05-13T02:46:46.000000
292bb620-39b3-45cf-81cf-f38e93721dc7,12:bd:6d:08:74:0f,196.59.177.113,2024-07-20T02:32:41.000000,RO24PDIG2873965043104194,5897,877,129,1038333,12:bd:6d:08:74:0f,196.59.177.113,2024-07-20T02:32:41.000000
73749cbd-22e3-4f7a-83fa-e565d1a89be2,1c:78:74:a5:a9:5c,166.36.62.114,2025-05-29T13:51:06.000000,RO88SKCJ4397364313194754,14228,891,141,804654,1c:78:74:a5:a9:5c,166.36.62.114,2025-05-29T13:51:06.000000
2bf4b1c1-5e3d-4df8-8fc1-4d534b5ba8bd,be:43:f7:b2:6d:a8,35.134.57.184,2024-12-25T14:28:30.000000,RO58USPK6013243058627458,13922,34,606,831467,be:43:f7:b2:6d:a8,35.134.57.184,2024-12-25T14:28:30.000000
1dc75d29-4f1b-47c5-a93b-f6657cc48e94,96:04:e9:07:90:10,104.225.152.148,2024-10-04T14:31:27.000000,RO67UNAU8021452481620417,32506,393,244,714168,96:04:e9:07:90:10,104.225.152.148,2024-10-04T14:31:27.000000
70d6f626-8576-4fbb-b1f1-34a731a7c65b,24:a1:79:83:13:90,212.147.109.171,2025-01-19T06:43:48.000000,RO90RILY0437400930385788,12176,835,86,1319821,24:a1:79:83:13:90,212.147.109.171,2025-01-19T06:43:48.000000
579e1f0e-53ca-4ae0-844c-871727c6659e,cc:f1:ba:52:90:bf,112.154.111.180,2024-12-22T02:14:48.000000,RO33FKPY9370749377101428,20908,608,153,1778603,cc:f1:ba:52:90:bf,112.154.111.180,2024-12-22T02:14:48.000000
5db32443-c672-4fa7-baf4-1f54caa6ca5f,74:d5:a6:8e:50:f9,36.89.92.21,2025-01-07T01:20:36.000000,RO17AMFY3884356657584253,1469,905,6,606082,74:d5:a6:8e:50:f9,36.89.92.21,2025-01-07T01:20:36.000000
8a3e4a0a-1d9e-4896-9f08-1581707e0865,cc:0c:97:71:00:5e,76.67.190.88,2025-02-19T02:08:05.000000,RO83VRTG0328303650025024,8982,366,550,131188,cc:0c:97:71:00:5e,76.67.190.88,2025-02-19T02:08:05.000000
343f331a-ac58-4624-86df-f5341fa45979,6a:e8:44:72:07:a5,36.196.5.52,2025-05-09T01:52:30.000000,RO10IZRS4101612434143365,11973,838,8,389439,6a:e8:44:72:07:a5,36.196.5.52,2025-05-09T01:52:30.000000
7f8a5b3e-6590-4f78-ba4e-c5632f58eb3e,60:d0:15:3e:21:02,116.125.18.43,2025-04-26T23:32:27.000000,RO44RFWP4246794016011403,4668,847,420,1041825,60:d0:15:3e:21:02,116.125.18.43,2025-04-26T23:32:27.000000
af519660-6dd7-4b79-b62a-9f0780e36081,e2:be:71:4f:19:d9,190.40.142.65,2024-12-24T07:56:08.000000,RO05ABMC6720264540748290,18224,794,640,525323,e2:be:71:4f:19:d9,190.40.142.65,2024-12-24T07:56:08.000000
ef6379fd-5491-4885-b84b-167362a8b687,7e:ed:3a:ba:3d:aa,2.25.75.50,2024-09-26T23:56:39.000000,RO27YKSQ7353729475386899,15564,860,658,1579748,7e:ed:3a:ba:3d:aa,2.25.75.50,2024-09-26T23:56:39.000000
42fc2df0-818f-494e-ae43-ee2a7414eb59,b2:87:b8:e4:98:ca,109.67.40.100,2024-10-25T09:21:48.000000,RO28TEQX4828786757535799,21577,685,788,909532,b2:87:b8:e4:98:ca,109.67.40.100,2024-10-25T09:21:48.000000
d9815b2c-a5d2-4063-912b-1792f28659b6,9a:3c:20:74:c2:df,69.12.80.229,2025-06-19T14:04:57.000000,RO39DRMA1970313031186962,26672,921,184,1983021,9a:3c:20:74:c2:df,69.12.80.229,2025-06-19T14:04:57.000000
feb566fa-6416-4b33-8581-55d9fe1c84d1,16:34:30:3d:58:6e,107.47.78.139,2025-04-25T21:26:23.000000,RO86GYVF6344022376478070,16719,616,451,1100559,16:34:30:3d:58:6e,107.47.78.139,2025-04-25T21:26:23.000000
e4213c0f-7419-4dfb-b7b6-0a6412a47430,bc:1e:34:2c:3b:a0,128.224.220.163,2025-03-28T05:09:48.000000,RO48SSOE5221619753373330,6599,456,703,1447154,bc:1e:34:2c:3b:a0,128.224.220.163,2025-03-28T05:09:48.000000
103bbf13-93e2-49c0-ad54-f6ca10241fa3,32:24:87:a2:17:33,149.140.44.38,2025-03-17T10:30:47.000000,RO45SUCQ0577131050866957,4644,823,296,1639404,32:24:87:a2:17:33,149.140.44.38,2025-03-17T10:30:47.000000
b3357bbb-88cc-45d0-9eab-3489b814ffc4,cc:ee:79:3a:72:76,207.84.109.143,2024-12-10T03:09:58.000000,RO75KQDP6272219350244441,35460,156,527,1304663,cc:ee:79:3a:72:76,207.84.109.143,2024-12-10T03:09:58.000000
bfdfa830-d1af-4c84-b43b-a7c0f7a99ad0,bc:d3:72:b5:38:c6,188.206.210.251,2025-03-23T08:06:04.000000,RO14PXLO8681810804175647,17900,837,766,1268279,bc:d3:72:b5:38:c6,188.206.210.251,2025-03-23T08:06:04.000000
e3e16d52-02b0-4a92-9d1f-ba013e17ed65,c8:73:02:35:32:78,71.9.40.206,2024-12-28T00:12:08.000000,RO12WYDH9382905211254998,8644,264,166,274605,c8:73:02:35:32:78,71.9.40.206,2024-12-28T00:12:08.000000
0b4ea511-5981-4569-b6fa-6767c898b411,18:4b:a5:5c:9b:5e,145.35.250.165,2024-08-25T21:27:07.000000,RO97VOYA4507029561427535,10757,363,364,555605,18:4b:a5:5c:9b:5e,145.35.250.165,2024-08-25T21:27:07.000000
c6f9e000-8d04-4fab-81e5-6197f4a085b6,2c:eb:91:80:16:de,35.209.204.250,2025-01-30T08:24:17.000000,RO06MFUZ6116890755433597,26563,144,422,1367787,2c:eb:91:80:16:de,35.209.204.250,2025-01-30T08:24:17.000000
4762d2b0-906c-4a52-b8c5-5199b923811e,4a:0e:17:78:24:dd,66.79.69.11,2024-09-10T11:24:26.000000,RO17YLJA5744625874142494,27445,938,536,601649,4a:0e:17:78:24:dd,66.79.69.11,2024-09-10T11:24:26.000000
cea2c18c-57f6-4379-98f8-390027787025,80:f2:6c:9c:6a:79,180.30.143.130,2024-08-14T08:39:09.000000,RO33LXYJ0833346436818583,19598,149,603,880581,80:f2:6c:9c:6a:79,180.30.143.130,2024-08-14T08:39:09.000000
0dfa5ce7-059c-4fd1-b3ad-9e1f606c838f,14:4a:24:34:e0:94,192.113.222.61,2024-09-28T01:55:08.000000,RO43SAAZ3701509140404233,14155,372,532,476105,14:4a:24:34:e0:94,192.113.222.61,2024-09-28T01:55:08.000000
adbf9a74-a1e5-4d50-8980-9f002b0aa875,10:d1:30:7f:8a:88,25.207.195.240,2025-03-19T03:35:40.000000,RO52QYZE7021151812685762,16180,159,406,1372980,10:d1:30:7f:8a:88,25.207.195.240,2025-03-19T03:35:40.000000
a7f15770-c8a7-4650-8db0-b88b8b53a3fb,70:ba:1a:a3:91:11,108.86.1.75,2024-08-03T04:31:09.000000,RO97JEID2336260631920586,33714,991,339,1613299,70:ba:1a:a3:91:11,108.86.1.75,2024-08-03T04:31:09.000000
bf1dbd5d-9358-424d-9a5d-6ee0b5db4851,0a:e8:27:34:8c:51,86.50.114.35,2024-07-08T06:35:25.000000,RO54JZRY9913219659569582,23822,7,326,1198837,0a:e8:27:34:8c:51,86.50.114.35,2024-07-08T06:35:25.000000
14a22a3e-ca4c-4a54-8ab5-c606df9cc929,48:bf:33:90:ee:78,37.10.145.61,2025-05-12T17:40:20.000000,RO48SSDH2667694955913247,13637,933,154,777040,48:bf:33:90:ee:78,37.10.145.61,2025-05-12T17:40:20.000000
705f03bc-fd11-4362-81b6-c5c5d21eec68,22:1c:7a:1a:eb:93,61.175.41.218,2025-06-17T06:02:51.000000,RO11FROH8184122846165270,26860,630,726,783121,22:1c:7a:1a:eb:93,61.175.41.218,2025-06-17T06:02:51.000000
f699d546-64fe-434e-b6a2-d055a59cde58,5a:f8:7e:c4:d0:9b,12.105.39.33,2024-11-23T08:53:41.000000,RO53AXEN6034706549109256,2333,138,199,1193397,5a:f8:7e:c4:d0:9b,12.105.39.33,2024-11-23T08:53:41.000000
afc02a8f-2275-4060-88df-d52cf200add5,6a:8c:a9:01:30:a4,34.48.157.94,2025-05-08T00:25:44.000000,RO35WGCY0859517966707355,29813,217,547,1915584,6a:8c:a9:01:30:a4,34.48.157.94,2025-05-08T00:25:44.000000
7636b598-26a3-42b2-a7dc-d8c2f12033b0,b6:ce:46:42:2c:7e,134.128.240.87,2025-02-24T13:00:55.000000,RO36AKMQ5257920384549162,34005,709,735,710071,b6:ce:46:42:2c:7e,134.128.240.87,2025-02-24T13:00:55.000000
1f4ac891-5368-4919-b84a-f3552a29940a,b8:3a:6e:d4:ff:e6,30.117.37.147,2024-10-03T21:33:47.000000,RO41SDLJ3199643047852948,20575,775,629,1135933,b8:3a:6e:d4:ff:e6,30.117.37.147,2024-10-03T21:33:47.000000
8f56617e-9eff-4727-a772-fac3f477a20a,c8:53:cf:07:7b:df,45.135.105.143,2025-01-15T02:19:24.000000,RO94TVFJ2583437336643346,30716,808,404,814576,c8:53:cf:07:7b:df,45.135.105.143,2025-01-15T02:19:24.000000
092f0f2a-5db3-45ee-8498-b98fab50103a,34:97:e7:52:71:38,104.248.180.60,2024-08-17T15:46:20.000000,RO12RFXS0841041898410916,19171,166,442,1973559,34:97:e7:52:71:38,104.248.180.60,2024-08-17T15:46:20.000000
2de6f365-d167-41a9-a49d-e057a7668fe5,fa:81:e6:15:b8:17,46.84.158.55,2025-01-05T13:20:19.000000,RO27AGOX1354224463868893,15630,186,13,1313765,fa:81:e6:15:b8:17,46.84.158.55,2025-01-05T13:20:19.000000
499bdef4-25b7-40d2-b8c1-6b81a9fa2dfe,ae:ba:d2:62:fe:d2,4.193.103.65,2025-02-06T01:31:51.000000,RO42OEWN5456357581409721,19483,442,688,1706009,ae:ba:d2:62:fe:d2,4.193.103.65,2025-02-06T01:31:51.000000
632d0299-acab-4db0-8a15-fb844123f99f,b0:a8:fc:4a:37:cb,6.233.164.110,2025-03-30T22:50:37.000000,RO63YXQK3311946103336575,23827,166,250,1113020,b0:a8:fc:4a:37:cb,6.233.164.110,2025-03-30T22:50:37.000000
120a409e-f738-4b8a-96bd-a2cc159a050e,30:a9:ae:ea:2e:bf,134.155.166.232,2025-05-20T23:44:48.000000,RO30GOFN7803039426628473,22401,134,310,4501,30:a9:ae:ea:2e:bf,134.155.166.232,2025-05-20T23:44:48.000000
ec1fd271-4607-40a6-a508-5f9654c46fc7,9e:a0:64:c6:ed:c3,220.116.193.125,2025-01-03T13:12:15.000000,RO55OXTF7378590926529102,6081,122,321,1188288,9e:a0:64:c6:ed:c3,220.116.193.125,2025-01-03T13:12:15.000000
0117e843-a090-4ea4-b1df-61089aedb9a5,f2:38:1e:1d:ea:56,54.19.103.91,2024-08-27T03:05:46.000000,RO92AVMQ9081062030907429,29477,702,611,1204117,f2:38:1e:1d:ea:56,54.19.103.91,2024-08-27T03:05:46.000000
5d6504f2-be1c-4029-a730-3f7dfaa7e88f,74:e4:51:71:24:e1,26.196.65.18,2025-05-07T01:45:25.000000,RO75ZCDN7964552451730988,34394,564,352,1164381,74:e4:51:71:24:e1,26.196.65.18,2025-05-07T01:45:25.000000
85b65971-9f70-464e-8d94-5348950151d0,32:ea:dc:af:30:eb,3.80.8.13,2024-10-05T08:57:24.000000,RO46GCKA4147634936556674,20674,862,115,440428,32:ea:dc:af:30:eb,3.80.8.13,2024-10-05T08:57:24.000000
5618be86-2df6-4254-95ef-8a0c947929ab,12:48:50:10:35:e7,62.62.215.141,2024-10-17T07:42:01.000000,RO74LCZX6887502302976434,6924,672,728,345401,12:48:50:10:35:e7,62.62.215.141,2024-10-17T07:42:01.000000
42539506-62ad-4b0b-8347-6b29c31c32bd,28:6c:37:fa:24:e9,165.233.15.19,2025-02-11T08:03:35.000000,RO42CUWQ7365861050541278,10975,673,690,1534150,28:6c:37:fa:24:e9,165.233.15.19,2025-02-11T08:03:35.000000
9ae45597-95f0-4d9a-b763-eb8921aedb85,6a:a8:f6:df:7a:ce,87.12.239.44,2025-04-21T01:47:27.000000,RO73MYQL4412627380148204,21244,439,108,1434561,6a:a8:f6:df:7a:ce,87.12.239.44,2025-04-21T01:47:27.000000
14001963-a88d-4ed5-9cd7-d2ed42376141,3c:9f:a8:b2:6a:79,211.102.238.207,2024-10-10T14:27:00.000000,RO96ULJZ8421244236355276,30362,149,246,455289,3c:9f:a8:b2:6a:79,211.102.238.207,2024-10-10T14:27:00.000000
cdd5fef5-2f3d-45e4-a173-5904aaf085e4,16:fa:5e:03:eb:d0,149.91.165.7,2025-02-13T11:50:47.000000,RO65XBAY8734320365807734,22241,942,568,409020,16:fa:5e:03:eb:d0,149.91.165.7,2025-02-13T11:50:47.000000
a2f8f421-77ef-4f0e-aaff-f679245fcc70,46:e8:1a:61:39:81,37.94.185.177,2025-01-05T10:18:11.000000,RO92DPTQ3680816648185170,26589,938,467,194196,46:e8:1a:61:39:81,37.94.185.177,2025-01-05T10:18:11.000000
2bf36f21-4727-4937-b4cc-e033097cda79,52:e6:50:bc:e0:da,175.92.95.45,2024-09-23T21:19:45.000000,RO30HBYK6220811202092232,16384,999,545,894890,52:e6:50:bc:e0:da,175.92.95.45,2024-09-23T21:19:45.000000
1eca45ea-df22-4e67-a382-d7de2dfda746,88:ce:10:ff:6c:e3,119.35.249.214,2024-07-10T00:55:03.000000,RO65QMET1222024696221547,7989,546,414,1136473,88:ce:10:ff:6c:e3,119.35.249.214,2024-07-10T00:55:03.000000
997dcaa3-ea57-4fec-8df6-2532a4f3378c,a6:c4:44:7c:8b:67,107.113.141.55,2025-01-12T23:27:15.000000,RO22JPFU9395157371382754,5595,522,322,1638076,a6:c4:44:7c:8b:67,107.113.141.55,2025-01-12T23:27:15.000000
18a76d0c-2ff9-46cc-b585-4603e8060117,ea:1e:b7:e7:e4:14,204.222.175.102,2024-10-22T21:53:48.000000,RO82VMCW3217766066079772,13733,74,64,1796841,ea:1e:b7:e7:e4:14,204.222.175.102,2024-10-22T21:53:48.000000
75f90cdd-329a-413c-bb30-bd9a4897c76e,02:b2:9a:0c:d7:12,61.113.223.163,2024-08-03T20:33:47.000000,RO61JYLC5078127055615527,11314,883,529,417520,02:b2:9a:0c:d7:12,61.113.223.163,2024-08-03T20:33:47.000000
b665a4d2-6f16-43f7-9dde-5a98cd8d8fc4,1c:b8:c3:8e:ba:a2,71.215.247.199,2024-12-12T22:55:14.000000,RO67FGCB2449717847909171,24028,908,46,1910452,1c:b8:c3:8e:ba:a2,71.215.247.199,2024-12-12T22:55:14.000000
27213797-5a62-45f3-b4db-e93f66c117c9,30:9f:4b:82:5e:30,58.221.44.164,2025-02-08T15:48:22.000000,RO31NUCN2347576046218761,5035,251,354,26375,30:9f:4b:82:5e:30,58.221.44.164,2025-02-08T15:48:22.000000
f3d6a595-13e6-4246-8bc1-d9e162bbd23f,fa:44:31:fc:98:19,34.93.31.45,2025-01-15T15:35:27.000000,RO71CHEU1106375072403914,20142,654,190,1225418,fa:44:31:fc:98:19,34.93.31.45,2025-01-15T15:35:27.000000
e772c8f0-bcd3-4eb7-acac-d10f4bf1d660,60:7e:45:ef:01:83,198.247.153.149,2024-10-28T02:22:21.000000,RO83LHVJ5735711238883271,30720,958,550,11043,60:7e:45:ef:01:83,198.247.153.149,2024-10-28T02:22:21.000000
30af785e-3011-4460-90c4-67678ab582f2,a8:03:9f:79:91:14,49.198.25.182,2024-09-19T15:01:01.000000,RO42RMWV9020294493786426,28123,364,291,1997417,a8:03:9f:79:91:14,49.198.25.182,2024-09-19T15:01:01.000000
020df1d3-8e77-48cd-bc90-54351a0d211d,4c:a0:ef:cd:09:8b,196.183.210.104,2024-10-20T15:08:19.000000,RO70HTCE8043195241980890,25470,208,713,21689,4c:a0:ef:cd:09:8b,196.183.210.104,2024-10-20T15:08:19.000000
